timestamp,student_id,exercise_id,is_correct,spent_time
1627666140,5,2,True,240
1627666164,37,2,True,264
1627666178,2,2,True,278
1627666247,16,2,True,347
1627666299,14,2,True,399
1627666306,5,1,False,406
1627666327,29,2,False,427
1627666364,0,2,True,464
1627666368,7,2,False,468
1627666370,11,3,False,470
1627666393,2,1,True,493
1627666426,11,3,False,526
1627666448,5,1,True,548
1627666448,37,1,True,548
1627666466,11,3,False,566
1627666472,33,2,False,572
1627666482,35,2,True,582
1627666485,19,2,True,585
1627666512,24,2,False,612
1627666544,29,2,False,644
1627666557,18,2,True,657
1627666582,21,2,True,255
1627666587,17,2,False,687
1627666594,28,2,True,694
1627666613,9,2,True,713
1627666630,11,3,False,730
1627666634,5,4,True,734
1627666643,6,2,True,743
1627666644,42,2,True,744
1627666669,39,2,True,626
1627666685,16,1,True,785
1627666697,13,2,True,797
1627666706,10,2,True,806
1627666733,37,4,True,833
1627666745,49,2,False,845
1627666754,14,1,True,854
1627666764,29,2,True,864
1627666765,4,2,True,865
1627666788,2,4,True,888
1627666793,33,2,True,893
1627666800,24,2,False,900
1627666808,0,1,True,908
1627666858,38,2,False,958
1627666865,8,2,True,965
1627666900,5,3,False,1000
1627666919,11,2,False,1019
1627666926,49,2,False,1026
1627666967,28,1,False,1067
1627666969,16,4,False,1069
1627666991,14,4,False,1091
1627666991,24,2,False,1091
1627666999,49,2,False,1099
1627667021,7,1,False,1121
1627667021,27,2,False,993
1627667038,17,2,True,1138
1627667047,6,1,False,1147
1627667048,0,4,True,1148
1627667060,26,2,True,1160
1627667085,5,3,True,1185
1627667099,28,1,False,1199
1627667102,38,2,True,1202
1627667122,37,3,True,1222
1627667135,16,4,True,1235
1627667136,4,1,True,1236
1627667153,11,1,True,1253
1627667153,10,1,False,1253
1627667182,13,1,False,1282
1627667186,35,1,False,1286
1627667205,18,1,True,1305
1627667222,33,1,True,1322
1627667231,19,1,False,1331
1627667261,39,1,False,1218
1627667276,42,1,False,1376
1627667284,17,1,True,1384
1627667293,2,3,False,1393
1627667298,5,0,True,1398
1627667324,27,1,False,1296
1627667335,11,4,True,1435
1627667347,24,2,True,1447
1627667367,14,3,False,1467
1627667377,2,3,False,1477
1627667407,37,0,True,1507
1627667454,22,2,False,1554
1627667456,38,1,True,1556
1627667474,6,4,False,1574
1627667482,29,4,False,1582
1627667492,16,3,False,1592
1627667516,35,1,False,1616
1627667521,0,3,False,1621
1627667532,36,2,True,1632
1627667535,39,4,False,1492
1627667559,49,2,True,1659
1627667568,33,4,True,1668
1627667568,23,2,True,1668
1627667605,41,2,False,1705
1627667617,10,1,True,1717
1627667632,35,4,False,1732
1627667639,6,1,True,1739
1627667644,19,1,True,1744
1627667648,6,4,True,1748
1627667664,16,3,True,1764
1627667667,14,4,False,1767
1627667671,13,4,True,1771
1627667684,27,4,False,1656
1627667703,24,4,False,1803
1627667710,42,4,False,1810
1627667719,11,0,True,1819
1627667725,32,2,False,1825
1627667735,40,2,False,1835
1627667738,4,4,True,1838
1627667744,0,3,True,1844
1627667752,17,4,True,1852
1627667763,22,2,False,1863
1627667790,13,1,True,1890
1627667793,7,2,True,1893
