timestamp,student_id,exercise_id,is_correct,spent_time
1680268042,19,2,True,210
1680268125,14,2,True,315
1680268138,1,2,True,358
1680268189,38,2,False,298
1680268208,22,2,False,371
1680268239,23,2,True,385
1680268252,26,2,False,347
1680268259,1,1,False,479
1680268283,38,2,False,392
1680268308,26,2,True,403
1680268313,30,2,False,498
1680268325,27,2,True,537
1680268377,30,2,False,562
1680268380,14,1,True,570
1680268381,38,2,True,490
1680268415,28,2,True,550
1680268444,19,1,True,612
1680268462,23,1,True,608
1680268501,22,2,True,664
1680268523,3,2,True,661
1680268535,38,1,False,644
1680268541,15,2,True,733
1680268546,37,2,False,652
1680268576,18,2,True,782
1680268585,36,2,False,786
1680268602,35,2,True,730
1680268617,26,1,False,712
1680268626,19,4,True,794
1680268638,27,1,True,850
1680268656,37,2,False,762
1680268685,23,4,True,831
1680268688,32,2,False,734
1680268690,41,2,True,805
1680268697,26,1,True,792
1680268697,15,1,True,889
1680268722,32,2,False,768
1680268722,44,2,False,631
1680268775,38,4,True,884
1680268781,37,2,False,887
1680268794,30,2,True,979
1680268798,36,2,False,999
1680268823,50,2,True,1028
1680268837,36,2,False,1038
1680268840,32,2,False,886
1680268848,1,1,True,1068
1680268854,34,2,False,964
1680268865,46,2,True,1019
1680268876,1,4,True,1096
1680268893,36,2,False,1094
1680268904,21,2,False,614
1680268921,19,3,False,1089
1680268926,38,1,True,1035
1680268932,10,2,True,1053
1680268966,41,1,True,1081
1680268966,42,2,True,1065
1680268973,3,1,True,1111
1680268981,27,4,True,1193
1680268983,21,2,False,693
1680268988,36,2,True,1189
1680268993,23,3,False,1139
1680269003,26,4,True,1098
1680269004,44,2,True,913
1680269038,49,2,True,1157
1680269064,30,1,False,1249
1680269068,32,2,False,1114
1680269077,24,2,False,1193
1680269081,22,1,True,1244
1680269083,35,1,True,1211
1680269091,47,2,False,1214
1680269105,19,3,False,1273
1680269108,0,2,True,1143
1680269138,48,2,True,1358
1680269143,39,2,True,1320
1680269150,30,1,True,1335
1680269156,41,4,True,1271
1680269168,17,2,True,1385
1680269169,47,2,True,1292
1680269183,28,1,True,1318
1680269211,54,2,True,1223
1680269216,46,1,True,1370
1680269246,36,1,False,1447
1680269281,14,4,True,1471
1680269281,4,2,True,1426
1680269284,37,2,True,1390
1680269302,9,2,True,1522
1680269321,36,1,False,1522
1680269333,3,4,True,1471
1680269350,38,3,False,1459
1680269362,33,2,True,1582
1680269363,23,0,True,1509
1680269372,30,4,False,1557
1680269394,1,3,False,1614
1680269394,54,1,False,1406
1680269402,35,4,True,1530
1680269431,17,1,True,1648
1680269437,30,4,False,1622
1680269446,34,2,False,1556
1680269459,41,3,False,1574
1680269468,18,1,True,1674
1680269475,27,3,True,1687
1680269509,30,4,True,1694
1680269509,28,4,True,1644
1680269514,36,1,True,1715
1680269527,19,0,True,1695
1680269531,20,2,True,951
1680269535,47,1,True,1658
1680269546,50,1,True,1751
1680269563,42,1,True,1662
1680269572,39,1,True,1749
1680269609,51,2,False,1496
1680269626,26,3,False,1721
1680269626,24,1,True,1742
1680269631,49,1,True,1750
1680269636,38,0,True,1745
1680269647,25,2,True,1768
1680269651,48,1,True,1871
1680269658,57,2,False,1797
1680269660,23,3,True,1806
1680269664,41,3,False,1779
1680269679,14,3,True,1869
1680269698,41,3,False,1813
1680269707,54,4,False,1719
1680269718,9,1,True,1938
1680269732,7,2,False,1883
1680269748,34,2,False,1858
1680269757,1,3,False,1977
1680269759,4,1,True,1904
1680269760,16,2,True,1800
