timestamp,student_id,exercise_id,is_correct,spent_time
1521205715,3,2,True,149
1521205858,3,1,True,292
1521205894,4,2,False,454
1521205897,16,2,True,457
1521205958,22,2,True,393
1521206014,19,2,False,401
1521206018,3,4,True,452
1521206109,12,2,True,669
1521206146,26,2,True,706
1521206163,4,1,True,723
1521206178,34,2,False,738
1521206205,34,2,False,765
1521206223,34,2,False,783
1521206270,6,2,True,830
1521206271,4,2,True,831
1521206286,9,2,True,827
1521206307,34,2,False,867
1521206355,3,3,True,789
1521206389,1,2,True,949
1521206419,34,2,True,979
1521206453,27,2,False,905
1521206463,30,2,False,477
1521206469,18,2,False,775
1521206505,53,2,False,647
1521206524,19,1,False,911
1521206534,5,2,True,1094
1521206544,53,2,False,686
1521206546,22,1,True,981
1521206547,18,2,False,853
1521206554,47,2,False,1114
1521206554,25,2,False,1114
1521206574,24,2,False,1134
1521206578,53,2,True,720
1521206588,42,2,True,904
1521206591,26,1,True,1151
1521206593,10,2,True,1136
1521206598,18,2,False,904
1521206607,27,2,False,1059
1521206609,6,1,False,1169
1521206613,48,2,False,1168
1521206617,3,0,True,1051
1521206618,19,1,True,1005
1521206632,51,2,False,863
1521206653,30,2,False,667
1521206655,7,2,False,1215
1521206662,30,2,False,676
1521206694,4,4,True,1254
1521206701,49,4,True,1261
1521206707,16,3,True,1267
1521206709,27,2,False,1161
1521206715,18,2,True,1021
1521206736,12,1,False,1296
1521206746,48,2,True,1301
1521206758,32,2,False,1262
1521206758,33,2,True,766
1521206789,25,2,True,1349
1521206794,24,2,False,1354
1521206798,22,4,True,1233
1521206800,30,2,False,814
1521206803,6,4,False,1363
1521206825,30,2,False,839
1521206827,19,2,True,1214
1521206831,32,2,True,1335
1521206843,44,2,True,1014
1521206848,31,2,False,1408
1521206865,35,2,False,1425
1521206873,18,1,False,1179
1521206882,16,1,False,1442
1521206883,26,4,True,1443
1521206885,1,1,True,1445
1521206909,24,2,True,1469
1521206954,7,2,True,1514
1521206980,6,1,True,1540
1521206993,6,4,True,1553
1521206999,51,2,True,1230
