community,n_students,student_ids,n_students_with_correct_exercises,n_correct_exercises,correct_exercise_ids,mean_ns_correct_exercises,std_ns_correct_exercises,n_attempted_exercises,attempted_exercise_ids,mean_ns_attempted_exercises,std_ns_attempted_exercises,n_attemps,mean_ns_attemps,std_ns_attemps,n_correct_attemps,mean_ns_correct_attemps,std_ns_correct_attemps,mean_ps_correct_attemps_min_one,std_ps_correct_attemps_min_one,mean_mean_solving_times,std_mean_solving_times
0,15,"[0, 4, 7, 8, 17, 20, 22, 27, 28, 32, 35, 40, 45, 49, 50]",15,48,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 18, 20, 21, 22, 24, 31, 35, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 49, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 71, 72, 73, 74]","40,733333333333334","4,202644669993196",44,"[0, 1, 2, 3, 4, 7, 8, 9, 10, 11, 13, 14, 15, 18, 20, 21, 22, 24, 31, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 71, 72, 73, 74]","11,2","4,202644669993196",923,"61,53333333333333","12,991621231479243",611,"40,733333333333334","4,202644669993196","0,6846355900903212","0,1267819669584341","2692,021375078723","385,77962333097224"
1,10,"[3, 6, 11, 13, 18, 30, 33, 37, 38, 54]",10,43,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 18, 20, 21, 22, 24, 31, 35, 38, 39, 41, 42, 43, 44, 45, 46, 47, 49, 54, 55, 56, 57, 59, 60, 61, 62, 63, 71, 73, 74]","30,6","1,9595917942265424",35,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 14, 15, 18, 20, 22, 31, 38, 39, 41, 42, 44, 46, 47, 49, 54, 55, 56, 57, 60, 61, 62, 63, 64, 73, 74]","7,8","1,9595917942265424",433,"43,3","3,7429934544425802",306,"30,6","1,9595917942265424","0,7108524314908788","0,06573847545081281","3183,8438338968044","305,2438180524096"
2,16,"[9, 15, 16, 19, 21, 23, 24, 25, 29, 31, 34, 42, 43, 47, 51, 53]",16,39,"[0, 1, 2, 3, 4, 5, 7, 9, 11, 13, 14, 15, 18, 20, 21, 24, 31, 35, 38, 39, 41, 42, 43, 44, 46, 47, 49, 54, 55, 56, 57, 59, 60, 61, 62, 63, 71, 73, 74]","21,8125","2,5792137852454187",38,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11, 13, 14, 15, 18, 20, 21, 22, 24, 31, 35, 38, 39, 41, 42, 43, 44, 46, 49, 54, 55, 56, 57, 60, 61, 62, 63, 73, 74]","7,4375","2,5792137852454187",540,"33,75","6,977642868476432",349,"21,8125","2,5792137852454187","0,6656106566961109","0,11431530817030616","3421,7863315784934","354,4276143042718"
3,11,"[1, 2, 5, 12, 14, 26, 36, 41, 44, 48, 52]",11,36,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 18, 20, 21, 22, 24, 31, 35, 38, 39, 41, 42, 43, 44, 45, 47, 49, 54, 55, 56, 63, 71, 73, 74]","12,181818181818182","5,843694065450254",31,"[1, 2, 3, 4, 5, 7, 9, 10, 11, 13, 14, 15, 18, 20, 21, 31, 35, 38, 41, 42, 43, 44, 47, 49, 54, 55, 56, 63, 71, 73, 74]","5,636363636363637","5,843694065450254",241,"21,90909090909091","11,973110368689769",134,"12,181818181818182","5,843694065450254","0,5849984727767128","0,15532050917990753","3395,4439884303865","512,2919056332628"
