year,student_id,community,community_letter,in_pseudocommunity,edge_weights,n_solved_exercises,solved_exercise_ids,solving_times,n_tried_exercises,tried_exercise_ids,trying_times,results,n_attemps,mean_edge_weights,mean_solving_times
2019,5,3,A,False,"[28, 24, 23, 23, 25, 22, 21, 26, 28, 24, 22]",29,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 14, 18, 22, 24, 32, 36, 39, 41, 42, 43, 44, 47, 54, 55, 63, 73, 82, 83, 94]","[14.116666666666667, 8.7, 17.683333333333334, 6.35, 9.483333333333334, 9.65, 6.383333333333333, 13.433333333333334, 13.166666666666666, 5.266666666666667, 10.083333333333334, 9.366666666666667, 24.316666666666663, 10.933333333333334, 10.3, 7.916666666666667, 8.833333333333334, 17.316666666666666, 5.75, 6.1, 37.35, 13.516666666666666, 24.18333333333333, 16.8, 12.383333333333333, 54.833333333333336, 24.633333333333333, 13.866666666666667, 51.8]",1,[56],[26.9],"[True, True, False, True, True, True, False, False, True, True, True, True, False, False, True, False, False, True, False, True, True, True, True, True, True, True, False, True, True, True, False, True, True, False, False, True, False, True, True, False, True, True, True]",43,"24,181818181818183","16,01781609195402"
2019,6,3,A,False,"[27, 26, 23, 24, 19, 22, 21, 22, 21, 25, 25, 22, 19, 21, 20, 23, 27, 20, 21]",27,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 14, 18, 31, 32, 33, 34, 35, 36, 39, 41, 49, 60, 61, 62, 63, 82, 83]","[7.55, 0.2166666666666666, 51.93333333333333, 0.2166666666666666, 0.25, 12.65, 21.183333333333334, 15.616666666666667, 17.966666666666665, 17.766666666666666, 12.216666666666669, 22.08333333333333, 97.31666666666666, 101.26666666666664, 0.2, 0.2166666666666666, 0.2333333333333333, 2.7333333333333334, 0.2833333333333333, 0.25, 0.2, 0.25, 0.1666666666666666, 0.1833333333333333, 98.76666666666667, 19.3, 32.35]",0,[],[],"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, True, False, False, False, True, True, False, True, True, True, True]",33,"22,526315789473685","19,754320987654317"
2019,8,3,A,False,"[29, 25, 23, 23, 24, 29, 25, 23, 23, 25, 23, 28, 22, 23, 26, 22, 26, 29, 25, 23]",30,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 14, 18, 22, 24, 31, 32, 33, 34, 35, 36, 39, 41, 49, 54, 55, 61, 62, 63, 73, 82, 94]","[14.783333333333331, 15.25, 20.83333333333333, 9.766666666666667, 21.083333333333336, 7.966666666666667, 13.833333333333334, 25.1, 8.45, 6.116666666666667, 74.06666666666666, 21.5, 1.2333333333333334, 8.866666666666667, 10.65, 13.233333333333333, 28.98333333333333, 6.4, 23.183333333333334, 7.883333333333334, 23.916666666666668, 6.166666666666667, 58.53333333333334, 12.566666666666666, 42.15, 13.416666666666666, 35.63333333333333, 75.08333333333333, 9.916666666666666, 87.4]",1,[56],[22.73333333333333],"[True, True, True, True, True, False, True, False, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, False, True, False, False, True, False, False, True, True, True, False, False, True, True]",42,"24,8","23,465555555555557"
2019,9,3,A,False,"[21, 19, 23, 19, 21, 20, 23, 20, 20, 20, 20, 20]",26,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 14, 31, 33, 34, 35, 42, 43, 44, 46, 47, 49, 54, 55, 61, 62, 63]","[0.1666666666666666, 6.883333333333333, 48.6, 5.866666666666666, 7.433333333333334, 7.233333333333333, 16.016666666666666, 11.35, 24.85, 11.516666666666666, 21.333333333333336, 6.8, 6.75, 28.916666666666668, 3.1, 9.333333333333334, 16.4, 29.366666666666667, 28.549999999999997, 6.716666666666667, 5.283333333333333, 37.71666666666667, 14.833333333333334, 32.75, 13.8, 14.8]",2,"[56, 73]","[17.55, 46.03333333333334]","[False, False, False, False, True, False, False, False, True, False, True, True, False, True, False, False, False, True, True, False, False, True, False, True, True, False, True, True, False, False, True, False, True, True, False, True, True, True, True, False, False, True, False, False, True, True, True, False, False, False, False, True, True, True, False, False, False]",57,"20,5","16,014102564102565"
2019,12,3,A,False,"[23, 19]",24,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 14, 18, 22, 24, 32, 36, 39, 41, 54, 55, 56, 82, 83, 94]","[13.566666666666666, 0.2, 24.383333333333333, 10.116666666666667, 8.666666666666666, 13.649999999999999, 6.8, 8.3, 17.65, 7.816666666666666, 5.516666666666667, 21.21666666666667, 15.85, 23.666666666666668, 25.83333333333333, 22.33333333333333, 2.95, 43.650000000000006, 29.71666666666666, 32.98333333333334, 11.816666666666666, 15.516666666666667, 23.066666666666663, 65.11666666666666]",1,[73],[41.18333333333333],"[False, True, True, True, False, True, True, True, False, True, True, True, True, False, False, True, False, False, False, True, True, True, True, True, True, True, False, False, False, False, False, True, True, False, True, False, False, True, False, False, True, False, True]",43,"21,0","18,76597222222222"
2019,13,3,A,False,"[30, 25, 25, 22, 25, 23, 30, 22, 22, 25, 26, 24, 30, 23, 30, 30, 24, 27, 22, 28, 29, 26, 22, 24]",30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 14, 18, 24, 31, 32, 35, 36, 39, 42, 43, 44, 47, 49, 54, 55, 61, 62, 63, 82, 94]","[8.716666666666667, 3.433333333333333, 6.566666666666666, 5.95, 4.933333333333334, 6.05, 7.416666666666667, 12.966666666666667, 22.2, 7.166666666666666, 7.983333333333333, 12.066666666666666, 28.46666666666667, 8.816666666666666, 26.95, 23.433333333333334, 15.75, 39.7, 26.433333333333334, 7.516666666666667, 50.86666666666667, 18.166666666666668, 35.0, 26.35, 50.11666666666666, 37.06666666666667, 31.15, 22.666666666666668, 12.483333333333334, 76.28333333333333]",5,"[22, 33, 34, 56, 73]","[48.949999999999996, 21.516666666666666, 12.666666666666666, 12.1, 81.80000000000001]","[True, True, True, True, True, True, True, True, False, False, True, True, False, True, True, False, False, True, False, True, False, False, False, True, False, False, True, True, False, False, False, True, False, True, True, True, False, True, True, True, True, False, True, False, True, True, True, False, False, False, True]",51,"25,583333333333332","21,42222222222222"
2019,17,3,A,False,"[26, 23, 19, 21, 19, 20, 23, 23, 20, 21, 22, 20, 22, 20, 26, 26, 23, 19]",27,"[0, 1, 2, 3, 4, 7, 18, 31, 32, 33, 34, 35, 36, 39, 41, 42, 43, 47, 49, 54, 55, 56, 60, 61, 62, 63, 83]","[9.233333333333333, 18.650000000000002, 35.583333333333336, 20.366666666666667, 1.1166666666666665, 22.766666666666666, 32.85, 9.5, 21.6, 21.066666666666666, 17.2, 6.583333333333333, 30.633333333333333, 6.766666666666667, 35.2, 29.183333333333334, 21.05, 12.833333333333334, 13.933333333333334, 36.699999999999996, 9.3, 16.433333333333334, 15.65, 8.233333333333333, 22.58333333333333, 19.0, 25.3]",4,"[14, 46, 82, 101]","[57.06666666666666, 32.45, 44.16666666666666, 20.23333333333333]","[True, False, False, False, True, True, True, True, True, False, False, True, True, False, True, True, True, True, False, True, False, False, True, True, False, True, True, True, True, True, False, False, True, True, True, True, True, True, True]",39,"21,833333333333332","19,23395061728395"
2019,21,3,A,False,"[24, 21, 22, 23, 21, 22, 20, 20, 23, 22, 19, 23, 22, 26, 19, 20, 22]",27,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 14, 31, 32, 33, 34, 35, 39, 41, 43, 49, 54, 55, 56, 62, 63, 82, 101]","[0.1333333333333333, 0.15, 66.33333333333333, 0.2333333333333333, 0.25, 6.983333333333333, 14.116666666666667, 20.583333333333332, 8.133333333333333, 18.08333333333333, 29.216666666666665, 8.05, 20.616666666666667, 13.55, 5.35, 19.78333333333333, 10.733333333333333, 13.95, 4.216666666666667, 13.25, 29.683333333333334, 15.25, 16.683333333333334, 14.55, 24.73333333333333, 37.05, 21.383333333333333]",3,"[36, 57, 73]","[48.93333333333334, 39.266666666666666, 32.583333333333336]","[True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, False, True, True, True, True, False, True, True, False]",33,"21,705882352941178","16,038888888888888"
2019,22,3,A,False,"[27, 24, 21, 20, 22, 23, 20, 25, 26, 21, 21, 22, 20, 26, 22, 20, 26, 27, 25, 22, 20]",28,"[0, 1, 2, 3, 4, 5, 7, 14, 18, 31, 32, 33, 34, 35, 36, 39, 41, 42, 43, 44, 47, 49, 55, 60, 62, 63, 71, 73]","[4.2, 13.016666666666667, 38.85, 17.933333333333334, 6.883333333333334, 14.466666666666669, 26.98333333333333, 30.400000000000002, 22.25, 12.433333333333334, 16.46666666666667, 33.983333333333334, 18.0, 27.216666666666665, 29.266666666666666, 16.583333333333332, 28.65, 21.633333333333333, 18.266666666666666, 22.666666666666668, 18.2, 11.516666666666667, 26.25, 28.216666666666665, 22.066666666666663, 33.65, 31.75, 56.41666666666667]",5,"[9, 22, 40, 54, 64]","[24.8, 87.38333333333334, 18.2, 42.833333333333336, 19.466666666666665]","[True, False, True, False, True, False, True, True, True, True, False, False, False, False, False, False, False, True, True, False, True, False, True, True, True, True, False, True, True, True, True, False, True, True, False, True, True, False, True, True, True, True, False, False, True, True]",46,"22,857142857142858","23,15059523809524"
2019,23,3,A,False,"[29, 28, 25, 23, 23, 30, 25, 23, 23, 25, 29, 24, 30, 26, 23, 29, 30, 23, 27, 23, 23, 30, 30, 24, 22, 22]",30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 14, 18, 31, 32, 33, 34, 35, 36, 39, 41, 42, 43, 44, 47, 49, 60, 61, 62, 63, 101]","[13.316666666666666, 10.183333333333334, 17.166666666666664, 15.766666666666667, 14.733333333333333, 7.6, 18.166666666666664, 15.233333333333333, 14.433333333333334, 23.65, 23.133333333333333, 24.433333333333334, 13.083333333333334, 32.78333333333333, 14.916666666666666, 19.483333333333334, 6.65, 20.73333333333333, 25.3, 21.900000000000002, 25.6, 18.23333333333333, 19.516666666666666, 14.266666666666667, 16.433333333333334, 22.5, 36.4, 11.9, 36.733333333333334, 37.75]",1,[94],[81.13333333333334],"[False, True, True, True, True, True, False, True, True, False, True, True, True, False, False, True, True, True, False, False, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, False, False, True, True, True, True, False]",42,"25,73076923076923","19,733333333333334"
2019,25,3,A,False,"[27, 26, 22, 22, 23, 20, 24, 20, 22, 21, 24, 25, 28, 20, 27, 22, 21, 26, 22, 26, 23, 21, 23]",28,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 14, 18, 24, 31, 32, 33, 34, 35, 36, 39, 40, 41, 42, 43, 47, 49, 54, 82]","[11.833333333333334, 0.2666666666666666, 49.81666666666667, 4.15, 4.8, 0.15, 17.633333333333333, 8.283333333333333, 25.416666666666668, 12.016666666666666, 11.666666666666666, 11.283333333333331, 57.53333333333333, 14.95, 11.25, 11.616666666666667, 21.35, 7.3, 7.583333333333333, 7.45, 32.266666666666666, 13.383333333333333, 16.816666666666666, 10.583333333333334, 45.63333333333333, 9.633333333333333, 73.95, 16.833333333333336]",0,[],[],"[True, True, False, True, True, True, True, True, True, False, True, True, False, False, False, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True]",35,"23,26086956521739","18,408928571428568"
2019,27,3,A,False,"[19, 21, 19, 21, 20, 20, 20, 23, 23, 19]",25,"[1, 2, 3, 4, 5, 7, 14, 31, 32, 33, 34, 35, 36, 39, 41, 42, 43, 45, 47, 49, 54, 62, 63, 83, 94]","[17.78333333333333, 47.633333333333326, 27.6, 0.6, 5.666666666666667, 54.71666666666667, 13.516666666666667, 11.666666666666666, 19.766666666666666, 41.9, 24.733333333333334, 12.133333333333333, 12.033333333333331, 21.05, 38.73333333333333, 25.333333333333332, 8.5, 6.883333333333334, 14.65, 12.866666666666667, 40.73333333333333, 1.9833333333333332, 61.916666666666664, 69.25, 89.41666666666666]",6,"[9, 24, 44, 61, 73, 101]","[31.55, 39.45, 32.266666666666666, 43.866666666666674, 59.849999999999994, 5.800000000000001]","[False, False, True, False, True, True, False, True, False, True, False, True, True, False, True, False, True, False, False, True, False, True, True, False, True, False, False, False, False, True, True, True, True, True, True, False, True, False, True, False, True, False, False, False, False, True, False, False, False, True, False, False, False, False, True]",55,"20,5","27,24266666666667"
2019,29,3,A,False,"[23, 19, 21, 22, 20, 23, 22, 23, 22, 23, 22, 20, 22, 26, 23, 21, 23]",26,"[0, 1, 2, 3, 4, 5, 7, 8, 10, 14, 18, 31, 32, 34, 35, 36, 39, 41, 43, 47, 49, 54, 55, 56, 62, 63]","[11.266666666666667, 6.883333333333334, 21.166666666666668, 11.133333333333333, 16.15, 14.033333333333331, 26.3, 21.133333333333333, 22.366666666666667, 17.666666666666668, 67.85, 29.383333333333333, 12.466666666666669, 38.666666666666664, 23.516666666666666, 14.9, 18.23333333333333, 45.58333333333333, 17.183333333333334, 23.6, 8.35, 34.03333333333333, 27.116666666666667, 33.55, 20.216666666666665, 60.300000000000004]",3,"[22, 42, 83]","[5.55, 53.68333333333333, 16.6]","[True, True, False, False, True, False, True, True, False, False, False, False, False, True, True, False, False, True, True, False, True, True, False, False, False, True, False, False, True, False, True, True, True, False, True, True, True, True, True, False, False, False, False, False, False, True, True, True, False, False, False, False, False, False, True, True]",56,"22,058823529411764","24,732692307692307"
2019,30,3,A,False,"[20, 20, 22]",22,"[0, 1, 2, 3, 4, 18, 31, 32, 33, 34, 35, 36, 41, 42, 43, 47, 49, 61, 62, 63, 73, 74]","[34.96666666666667, 17.883333333333333, 31.183333333333334, 0.3333333333333333, 11.583333333333332, 75.65, 11.05, 10.6, 13.433333333333334, 38.71666666666666, 5.183333333333334, 12.933333333333334, 77.30000000000001, 43.483333333333334, 15.166666666666666, 30.216666666666665, 8.883333333333333, 42.91666666666666, 6.733333333333333, 37.81666666666667, 63.73333333333333, 31.75]",1,[101],[11.233333333333333],"[True, False, False, True, False, True, True, True, True, True, False, False, True, True, True, False, True, False, True, True, False, False, False, False, False, False, True, True, True, False, False, True, False, False, False, False, True, True, True, True, False, True]",42,"20,666666666666668","28,25075757575758"
2019,34,3,A,False,"[28, 23, 21, 23, 24, 23, 25, 21, 28, 29, 26, 27, 24, 21]",29,"[5, 7, 8, 9, 10, 14, 18, 24, 31, 32, 33, 34, 35, 36, 39, 41, 42, 43, 44, 47, 49, 54, 55, 61, 62, 63, 70, 83, 94]","[0.25, 27.05, 32.86666666666667, 23.933333333333334, 6.533333333333333, 8.416666666666666, 40.599999999999994, 16.0, 16.35, 14.55, 16.433333333333334, 15.266666666666666, 6.5, 28.633333333333333, 12.8, 20.516666666666666, 20.35, 17.933333333333334, 33.166666666666664, 21.066666666666663, 10.966666666666669, 47.8, 9.316666666666666, 51.03333333333333, 12.783333333333331, 16.516666666666666, 51.8, 17.766666666666666, 44.38333333333333]",2,"[56, 82]","[43.68333333333334, 9.833333333333334]","[True, True, True, True, False, True, False, False, True, False, True, True, True, False, True, False, True, True, True, False, True, True, False, False, True, False, True, True, True, True, True, False, False, True, True, True, False, False, False, False, True, False, False, True, False, False, True, True, False, True]",50,"24,5","22,123563218390803"
2019,39,3,A,False,"[26, 24, 20, 22, 22, 23, 25, 22, 27, 25]",28,"[0, 1, 2, 3, 4, 18, 24, 31, 32, 33, 34, 35, 36, 41, 42, 43, 44, 47, 49, 60, 61, 62, 63, 73, 74, 82, 83, 101]","[17.6, 11.183333333333334, 18.166666666666668, 31.233333333333334, 9.016666666666667, 13.083333333333334, 7.9, 11.016666666666667, 21.9, 29.53333333333333, 12.7, 4.266666666666667, 14.616666666666667, 42.11666666666667, 14.5, 43.53333333333333, 4.6, 24.83333333333333, 5.833333333333333, 13.166666666666666, 21.883333333333333, 16.083333333333332, 20.616666666666667, 38.56666666666667, 15.566666666666666, 39.73333333333333, 44.233333333333334, 30.9]",0,[],[],"[False, True, True, True, False, True, True, True, False, True, True, True, True, False, False, True, True, True, True, True, False, False, True, True, True, True, True, True, True, True, True, False, True, True, True, True]",36,"23,6","20,65654761904762"
2019,40,3,A,False,"[24, 21, 23, 22, 20, 22, 20, 22, 20, 23, 22, 20, 22, 20, 21]",25,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 14, 18, 31, 32, 33, 34, 35, 36, 39, 43, 49, 54, 62, 63, 83]","[19.216666666666665, 5.583333333333333, 28.766666666666666, 8.383333333333333, 10.783333333333333, 11.4, 16.45, 17.133333333333333, 8.05, 16.416666666666668, 23.566666666666663, 60.2, 10.2, 17.45, 27.516666666666666, 25.633333333333333, 8.2, 34.58333333333333, 6.833333333333333, 39.516666666666666, 16.266666666666666, 65.8, 49.9, 49.9, 37.016666666666666]",3,"[41, 55, 73]","[47.166666666666664, 21.95, 30.1]","[False, True, True, False, True, True, True, True, True, False, False, True, True, True, False, False, True, True, True, False, True, True, True, True, False, False, True, False, False, False, False, False, False, True, True, False, False, True, False, False, False, True, False, False, True, False, False, False, False, False, False, True, True, False, False]",55,"21,466666666666665","24,590666666666667"
2019,44,3,A,False,"[31, 25, 24, 25, 31, 26, 26, 25, 24, 27, 23, 31, 23, 23, 31, 31, 24, 26, 25, 28, 30, 32, 25]",32,"[0, 1, 2, 3, 4, 5, 7, 18, 24, 31, 32, 33, 34, 35, 36, 39, 41, 42, 43, 44, 47, 49, 54, 55, 56, 61, 62, 63, 73, 82, 83, 94]","[9.633333333333333, 26.166666666666668, 23.866666666666667, 6.816666666666666, 5.983333333333333, 52.81666666666667, 15.1, 23.866666666666667, 13.2, 48.65, 12.683333333333334, 9.283333333333331, 17.816666666666666, 6.016666666666667, 9.633333333333333, 5.916666666666667, 42.45, 20.666666666666668, 8.216666666666667, 19.683333333333334, 26.4, 12.65, 49.68333333333333, 23.08333333333333, 16.15, 24.9, 13.65, 53.03333333333334, 51.68333333333333, 30.26666666666667, 26.166666666666668, 70.36666666666667]",6,"[14, 45, 60, 70, 74, 101]","[31.499999999999996, 16.95, 10.166666666666666, 34.31666666666667, 38.18333333333333, 14.35]","[False, False, False, True, True, True, True, True, True, False, False, False, True, False, False, True, True, True, False, False, True, False, False, False, True, False, True, False, True, True, False, False, True, False, False, False, False, False, True, True, True, True, True, True, True, True, False, True, True, True, False, False, True, True, True, False, True, False, False, False, False, False, True, False, False, False]",66,"26,782608695652176","24,265625"
2019,51,3,A,False,"[26, 20, 20, 22, 23, 20, 22, 22, 21, 23, 21, 21, 20, 25, 21]",26,"[0, 1, 2, 3, 4, 5, 7, 14, 31, 32, 33, 34, 35, 36, 39, 41, 42, 43, 47, 49, 54, 55, 61, 63, 83, 94]","[14.55, 12.299999999999999, 18.916666666666668, 25.6, 13.483333333333333, 23.03333333333333, 8.183333333333334, 15.75, 11.733333333333333, 20.716666666666665, 29.03333333333333, 34.666666666666664, 0.1833333333333333, 42.78333333333334, 18.73333333333333, 15.45, 20.35, 9.566666666666666, 11.383333333333333, 10.866666666666667, 38.33333333333333, 11.866666666666667, 36.66666666666666, 39.95, 84.76666666666667, 80.41666666666666]",3,"[9, 44, 56]","[61.516666666666666, 53.68333333333334, 47.0]","[True, False, False, True, True, False, True, False, True, True, False, False, False, True, False, False, False, False, False, False, True, False, False, False, False, False, False, False, True, True, False, False, True, False, True, True, False, True, True, False, False, False, False, False, True, True, True, True, True, True, False, False, False, False, False, False, True, True, False, False, False, False, False, False, True, True, False, False, False, True]",70,"21,8","24,972435897435897"
2019,56,3,A,False,"[26, 23, 20, 22, 21, 23, 20, 19, 24, 19, 22, 20, 22, 23, 19, 23, 21, 19, 21]",26,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 14, 18, 31, 32, 34, 35, 36, 41, 43, 47, 49, 54, 55, 63, 82, 94]","[10.066666666666666, 7.766666666666666, 21.58333333333333, 8.316666666666666, 14.666666666666668, 52.8, 13.3, 6.033333333333333, 7.766666666666667, 17.233333333333334, 8.383333333333333, 31.533333333333335, 35.1, 24.633333333333333, 39.18333333333334, 22.98333333333333, 51.53333333333333, 23.466666666666665, 16.183333333333334, 24.8, 10.683333333333334, 37.25, 29.2, 83.68333333333334, 40.65, 77.18333333333334]",2,"[42, 56]","[50.86666666666666, 33.733333333333334]","[True, False, True, False, True, False, True, True, True, False, False, False, True, False, True, False, True, True, True, False, False, True, False, True, False, False, True, False, False, False, True, True, False, True, True, True, True, True, True, False, False, False, False, False, False, False, False, True, True, False, True, True]",52,"21,42105263157895","27,537820512820513"
2019,2,4,B,False,"[30, 28, 27, 29, 35, 30, 26, 27, 29, 31, 27, 36, 28, 36, 35, 28, 31, 36, 31, 26, 32, 35, 37, 31, 36, 26, 26]",37,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 14, 18, 24, 31, 32, 33, 34, 35, 36, 39, 41, 42, 43, 44, 47, 49, 54, 55, 60, 61, 62, 63, 64, 73, 82, 83, 94]","[11.05, 13.0, 14.866666666666667, 10.666666666666666, 6.566666666666666, 8.75, 10.883333333333333, 21.883333333333333, 13.23333333333333, 7.566666666666666, 22.25, 11.733333333333333, 31.166666666666668, 12.283333333333331, 11.4, 9.766666666666667, 13.566666666666666, 5.283333333333333, 21.166666666666668, 8.033333333333333, 39.75, 18.566666666666663, 15.366666666666667, 32.583333333333336, 13.466666666666669, 16.066666666666666, 31.4, 16.15, 14.7, 13.95, 8.783333333333333, 24.616666666666667, 35.25, 49.13333333333333, 8.383333333333333, 44.25, 77.76666666666668]",1,[56],[28.183333333333334],"[True, False, True, True, True, True, True, True, False, False, False, True, False, True, False, True, True, True, False, False, False, True, True, True, True, False, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, False, False, False, False, True, True, True, True, False, True, True, False, True]",54,"30,703703703703702","19,6027027027027"
2019,10,4,B,False,"[35, 32, 29, 30, 36, 30, 32, 37, 33, 37, 38, 32, 40, 35, 34, 37, 41, 31, 40]",41,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 14, 18, 22, 24, 31, 32, 33, 34, 35, 36, 39, 41, 42, 43, 44, 45, 46, 47, 49, 54, 55, 56, 60, 61, 62, 63, 82, 83, 94, 101, 104]","[4.583333333333333, 1.9, 5.733333333333333, 7.083333333333334, 17.433333333333337, 0.15, 39.36666666666667, 0.2, 5.766666666666667, 0.1666666666666666, 6.25, 11.633333333333333, 10.45, 8.433333333333334, 4.316666666666666, 5.533333333333333, 12.266666666666667, 8.866666666666667, 4.766666666666667, 12.266666666666667, 7.383333333333334, 32.73333333333333, 0.85, 16.366666666666667, 14.7, 18.25, 21.166666666666664, 37.016666666666666, 5.933333333333334, 25.666666666666664, 12.433333333333334, 8.133333333333333, 24.966666666666665, 45.06666666666667, 9.25, 19.183333333333334, 9.316666666666666, 24.2, 70.15, 36.3, 22.816666666666666]",1,[57],[46.333333333333336],"[True, True, False, True, False, True, True, True, True, False, True, True, False, True, False, True, False, True, False, True, True, True, True, False, True, True, False, True, True, True, False, True, False, True, True, True, False, True, True, True, False, False, False, True, True, True, False, True, False, True, False, True, True, True, False, True, True, True, True, True]",60,"34,68421052631579","15,34268292682927"
2019,16,4,B,False,"[36, 33, 35, 35, 40, 37, 33, 45, 40]",47,"[5, 7, 8, 9, 10, 14, 18, 22, 24, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 49, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 66, 70, 71, 73, 74, 82, 83, 93, 94, 101, 104]","[8.75, 9.866666666666667, 12.016666666666667, 8.783333333333333, 3.883333333333333, 25.4, 21.066666666666666, 12.766666666666667, 4.75, 6.266666666666667, 10.799999999999999, 6.566666666666666, 6.116666666666666, 3.816666666666667, 5.766666666666667, 30.516666666666666, 8.2, 11.216666666666669, 22.25, 6.3, 15.016666666666667, 14.55, 10.35, 8.583333333333334, 6.983333333333333, 6.233333333333333, 13.433333333333334, 8.766666666666667, 11.116666666666667, 18.48333333333333, 20.916666666666668, 10.4, 0.2333333333333333, 16.883333333333333, 21.816666666666663, 30.966666666666665, 48.39999999999999, 0.2833333333333333, 21.116666666666667, 29.616666666666667, 13.05, 4.1, 6.533333333333333, 18.65, 17.233333333333334, 11.55, 13.1]",0,[],[],"[True, True, False, False, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, False, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, False, True, True, True, False, False, False, False, True, True, True]",59,"37,111111111111114","13,265248226950353"
2019,24,4,B,False,"[31, 29, 25, 25, 32, 26, 26, 29, 25, 31, 29, 31, 33, 25, 29, 34, 25, 30, 33, 27, 34]",35,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 14, 18, 24, 31, 32, 33, 34, 35, 36, 39, 41, 42, 43, 44, 45, 47, 49, 61, 62, 63, 66, 71, 73, 83, 101]","[18.883333333333333, 21.5, 29.35, 15.333333333333334, 11.133333333333333, 35.81666666666666, 15.333333333333334, 15.25, 19.48333333333333, 13.516666666666667, 8.2, 35.06666666666666, 33.65, 12.15, 13.2, 28.733333333333334, 12.783333333333333, 8.6, 15.116666666666667, 13.6, 33.05, 14.15, 14.066666666666666, 23.65, 21.133333333333333, 16.216666666666665, 12.583333333333334, 9.25, 15.65, 61.583333333333336, 76.56666666666666, 28.85, 54.483333333333334, 11.483333333333333, 24.566666666666663]",2,"[60, 70]","[13.316666666666666, 33.150000000000006]","[True, True, True, True, True, True, False, False, False, True, True, True, True, True, False, True, True, True, True, False, True, True, True, False, True, True, True, True, False, True, False, False, True, True, True, True, True, True, False, False, False, True, True, True, False, False, False, True, False, True, False, True, False, False]",54,"29,0","22,685238095238095"
2019,26,4,B,False,"[36, 31, 28, 37, 30, 33, 30, 31, 28, 30, 37, 37, 28, 30, 38, 33, 35, 35, 39, 31, 37]",39,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 14, 18, 24, 31, 32, 33, 34, 35, 36, 39, 40, 41, 42, 43, 44, 47, 49, 54, 55, 56, 60, 61, 62, 63, 64, 82, 83, 94, 101]","[11.85, 15.7, 25.08333333333333, 13.35, 9.15, 12.4, 13.65, 12.266666666666667, 21.133333333333333, 16.433333333333334, 20.333333333333336, 47.36666666666667, 17.983333333333334, 9.566666666666666, 14.45, 21.08333333333333, 11.45, 7.266666666666667, 9.55, 15.333333333333334, 25.666666666666668, 14.666666666666666, 8.616666666666667, 7.216666666666667, 24.78333333333333, 9.85, 9.5, 17.216666666666665, 15.866666666666669, 17.866666666666667, 20.066666666666663, 10.066666666666666, 10.0, 18.15, 31.83333333333333, 8.483333333333333, 14.85, 69.2, 18.98333333333333]",1,[22],[13.383333333333333],"[True, True, True, True, True, True, True, False, False, True, True, True, False, True, False, True, True, True, True, False, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True]",47,"33,04761904761905","17,391880341880345"
